LB.10	Aakkâr
IN.25	Tamil Nadu
GU.TM	Tamuning
KE.48	Tana River County
TD.14	Tandjilé
TZ.18	Tanga
CD.29	Tanganyika
MA.01	Tanger-Tetouan-Al Hoceima
MM.12	Tanintharyi Region
ML.12070575	Taoudénit
NG.43	Taraba State
MD.90	Taraclia
NZ.F9	Taranaki Region
CL.15	Tarapacá
BG.60	Targovishte
BO.09	Tarija Department
CV.20	Tarrafal
CV.27	Tarrafal de São Nicolau
AZ.57	Tartar District
EE.18	Tartu
SY.14	Tartus
MT.58	Tarxien
UZ.13	Tashkent
UZ.14	Tashkent Region
NZ.TAS	Tasman District
AU.06	Tasmania
MT.56	Tas-Sliema
TN.34	Tataouine
RU.73	Tatarstan Republic
LT.62	Tauragė County
AM.09	Tavush
VN.33	Tây Ninh Province
GE.51	Tbilisi
KH.31	Tboung Khmum
MK.A5	Tearce
DZ.33	Tébessa
IR.26	Tehran
TR.59	Tekirdağ
IL.05	Tel Aviv
IN.40	Telangana
NO.17	Telemark
MD.91	Teleneşti
RO.35	Teleorman County
LT.63	Telsiai
BN.03	Temburong
SB.09	Temotu Province
US.TN	Tennessee
MY.13	Terengganu
UA.22	Ternopil
TF.04	Terre-Adélie
MZ.08	Tete
MK.E8	Tetovo
US.TX	Texas
MV.46	Thaa Atholhu
LS.19	Thaba-Tseka
VN.35	Thái Bình Province
VN.85	Thái Nguyên Province
VN.34	Thanh Hóa Province
KE.49	Tharaka - Nithi
AI.11205444	The Farrington
IT.10	The Marches
AI.11205439	The Quarter
AI.11205396	The Valley
GR.ESYE14	Thessaly
SN.07	Thiès
BT.20	Thimphu District
VN.66	Thừa Thiên Huế Province
CH.TG	Thurgau
DE.15	Thuringia
CN.28	Tianjin
DZ.13	Tiaret
TD.26	Tibesti
CN.14	Tibet
CH.TI	Ticino
VN.37	Tiền Giang
AR.23	Tierra del Fuego
ET.53	Tigray
NE.09	Tillabéri Region
DZ.TM	Timimoun
RO.36	Timiș County
DZ.54	Tindouf
MP.120	Tinian
DZ.55	Tipaza
AL.50	Tirana
MR.11	Tiris Zemmour
SI.M6	Tišina
DZ.56	Tissemsilt
ME.19	Tivat
DZ.14	Tizi Ouzou
MX.29	Tlaxcala
DZ.15	Tlemcen
PR.135	Toa Alta
PR.137	Toa Baja
TT.11	Tobago
BR.31	Tocantins
JP.38	Tochigi
SO.19	Togdheer
TR.60	Tokat Province
JP.39	Tokushima
JP.40	Tokyo
BZ.06	Toledo District
CO.28	Tolima Department
SI.D2	Tolmin
HU.21	Tolna County
GW.07	Tombali
ML.08	Tombouctou
RU.75	Tomsk Oblast
TO.02	Tongatapu
BT.21	Tongsa
VU.07	Torba
GG.6417214	Torteval
GT.21	Totonicapán
JP.41	Tottori
DZ.TG	Touggourt
AZ.58	Tovuz District
JP.42	Toyama
TN.35	Tozeur Governorate
VN.67	Trà Vinh Province
TR.61	Trabzon
TH.65	Trang
KE.50	Trans Nzoia
UA.25	Transcarpathia
MD.58	Transnistria
MR.06	Trarza
BT.24	Trashi Yangste
BT.19	Trashigang District
TH.49	Trat
SI.D3	Trbovlje
SI.D4	Trebnje
UY.19	Treinta y Tres Department
JM.15	Trelawny Parish
SK.06	Trenčín Region
IT.17	Trentino-Alto Adige
LI.09	Triesen
LI.10	Triesenberg
JE.3237530	Trinity
KN.15	Trinity Palmetto Point
LY.77	Tripoli
IN.26	Tripura
SH.03	Tristan da Cunha
SK.07	Trnava Region
SI.M7	Trnovska Vas
NO.18	Troms
NO.21	Trøndelag
VE.21	Trujillo
PR.139	Trujillo Alto
SI.D5	Tržič
SI.M8	Trzin
CD.30	Tshopo
CD.31	Tshuapa
YT.97617	Tsingoni
BT.07	Tsirang District
HK.NTW	Tsuen Wan
WS.10	Tuamasaga
AR.24	Tucuman
HK.NTM	Tuen Mun
LV.29	Tukums Municipality
RU.76	Tula Oblast
RO.37	Tulcea County
PE.24	Tumbes
TT.TUP	Tunapuna/Piarco
TR.62	Tunceli
EC.19	Tungurahua Province
TN.36	Tunis Governorate
KE.51	Turkana County
SI.D6	Turnišče
IT.16	Tuscany
BN.04	Tutong
VN.68	Tuyên Quang Province
ME.24	Tuzi Municipality
RU.77	Tver Oblast
AT.07	Tyrol
RU.78	Tyumen Oblast
NR.13	Uaboe District
KE.52	Uasin Gishu County
TH.75	Ubon Ratchathani
AZ.59	Ucar
PE.25	Ucayali
RU.80	Udmurtiya Republic
TH.76	Udon Thani
AO.15	Uíge
MH.390	Ujae Atoll
MH.400	Ujelang
MN.20	Ulaanbaatar
ME.20	Ulcinj
KR.21	Ulsan
IE.U	Ulster
RU.81	Ulyanovsk
KZ.12510145	Ulytau Region
GU.UM	Umatac
IT.18	Umbria
QA.09	Umm Salal
MD.92	Ungheni
SS.06	Unity
AT.04	Upper Austria
GY.18	Upper Demerara-Berbice
GH.10	Upper East
MG.21	Upper Matsiatra
SS.07	Upper Nile
GM.04	Upper River
GY.19	Upper Takutu-Upper Essequibo
GH.11	Upper West
SE.21	Uppsala
CH.UR	Uri
TR.64	Uşak
CZ.89	Ústecký kraj
SV.14	Usulután
US.UT	Utah
LT.64	Utena
TH.15	Uthai Thani
NL.09	Utrecht
MH.410	Utrik Atoll
IN.36	Uttar Pradesh
TH.10	Uttaradit
IN.39	Uttarakhand
PR.141	Utuado
FI.01	Uusimaa
LK.35	Uva Province
WF.98613	Uvea
MN.19	Uvs Province
WS.06	Va'a-o-Fonoti
MV.47	Vaavu Atholhu
LI.11	Vaduz
FO.VG	Vágar
WS.11	Vaisigano
TV.VAI	Vaitupu
CF.14	Vakaga
MG.12	Vakinankaratra
CH.VS	Valais
MK.E9	Valandovo
RO.39	Vâlcea County
GG.6417230	Vale
ES.60	Valencia
EE.19	Valgamaa
LV.30	Valka
CO.29	Valle del Cauca Department
HN.17	Valle Department
CI.90	Vallée du Bandama District
MT.60	Valletta
LV.31	Valmiera
CL.01	Valparaíso
DO.27	Valverde Province
TR.65	Van
LV.E1	Varakļāni Municipality
HR.16	Varaždin
VE.26	Vargas
SE.22	Värmland
BG.61	Varna
HU.22	Vas County
MK.A9	Vasilevo
RO.38	Vaslui County
SE.23	Västerbotten
SE.24	Västernorrland
SE.25	Västmanland
SE.28	Västra Götaland
MG.27	Vatovavy Region
CH.VD	Vaud
CO.30	Vaupés
TO.03	Vava‘u
AM.10	Vayots Dzor
PR.143	Vega Alta
PR.145	Vega Baja
SI.D7	Velenje
MK.F1	Veles
SI.M9	Velika Polana
SI.D8	Velike Lašče
BG.62	Veliko Tarnovo
IT.20	Veneto
LV.32	Ventspils
LV.33	Ventspils Municipality
MX.30	Veracruz
PA.10	Veraguas Province
US.VT	Vermont
SI.N1	Veržej
NO.20	Vestfold
NO.46	Vestland
HU.23	Veszprém
MK.B3	Vevchani
PT.20	Viana do Castelo
LU.VD	Vianden
CO.31	Vichada Department
AU.07	Victoria
MT.46	Victoria
SI.N2	Videm
BG.63	Vidin
AT.09	Vienna
LA.27	Vientiane
LA.24	Vientiane Prefecture
PR.147	Vieques
LC.10	Vieux-Fort
KE.53	Vihiga County
PT.21	Vila Real
EE.20	Viljandimaa
CU.16	Villa Clara Province
PR.149	Villalba
LT.65	Vilnius
VN.69	Vĩnh Long Province
VN.86	Vĩnh Phúc Province
MK.B4	Vinica
UA.23	Vinnytsia
SI.E1	Vipava
TL.VI	Viqueque
US.VA	Virginia
HR.17	Virovitica-Podravina
PT.22	Viseu
SI.E2	Vitanje
BY.07	Vitebsk
RU.83	Vladimir Oblast
AL.51	Vlorë County
SI.E3	Vodice
SI.N3	Vojnik
RS.VO	Vojvodina
RU.84	Volgograd Oblast
RU.85	Vologda Oblast
GH.08	Volta
UA.24	Volyn
AT.08	Vorarlberg
RU.86	Voronezh Oblast
EE.21	Võrumaa
RO.40	Vrancea
SI.N4	Vransko
MK.B7	Vrapchishte
BG.64	Vratsa
SI.E5	Vrhnika
HR.18	Vukovar-Srijem
SI.E6	Vuzenica
CZ.80	Vysočina
LY.84	Wādī al Ḩayāt
TD.02	Wadi Fira
NZ.G1	Waikato Region
KE.54	Wajir County
JP.43	Wakayama
UM.450	Wake Island
GB.WLS	Wales
BE.WAL	Wallonia
HK.HWC	Wan Chai
BT.22	Wangdi Phodrang
SR.19	Wanica District
PL.85	Warmia-Masuria
SS.08	Warrap
BM.11	Warwick
US.WA	Washington
US.DC	Washington, D.C.
IQ.16	Wāsiţ
GQ.09	Wele-Nzas
NZ.G2	Wellington Region
CM.08	West
IS.45	West
IR.01	West Azerbaijan
PS.WE	West Bank
KY.10375968	West Bay
IN.28	West Bengal
NZ.G3	West Coast
AI.11205437	West End
BS.54	West Grand Bahama
GR.ESYE23	West Greece
ID.30	West Java
ID.11	West Kalimantan
SD.62	West Kordofan State
GR.ESYE13	West Macedonia
PG.17	West New Britain Province
ID.17	West Nusa Tenggara
ID.39	West Papua
KE.55	West Pokot County
PL.87	West Pomerania
ID.41	West Sulawesi
ID.24	West Sumatra
US.WV	West Virginia
FJ.05	Western
GH.09	Western
GM.05	Western
SL.04	Western Area
AU.08	Western Australia
SS.09	Western Bahr al Ghazal
ZA.11	Western Cape
SD.47	Western Darfur
AS.050	Western District
SS.10	Western Equatoria
PG.16	Western Highlands Province
GH.18	Western North
LK.36	Western Province
PG.06	Western Province
RW.14	Western Province
SB.11	Western Province
ZM.01	Western Province
UG.W	Western Region
PH.06	Western Visayas
IS.44	Westfjords
JM.16	Westmoreland
SD.41	White Nile
LU.WI	Wiltz
US.WI	Wisconsin
GA.09	Woleu-Ntem
HK.KWT	Wong Tai Sin
SO.20	Woqooyi Galbeed
CI.97	Woroba
MH.420	Wotho Atoll
MH.430	Wotje Atoll
US.WY	Wyoming
AZ.60	Xaçmaz
LA.28	Xaisomboun
AZ.61	Xankǝndi
LA.26	Xékong
LA.13	Xiagnabouli
LA.14	Xiangkhoang
CN.13	Xinjiang
AZ.63	Xızı
AZ.64	Xocalı
UZ.05	Xorazm Region
PR.151	Yabucoa
TH.70	Yala
TR.92	Yalova
JP.44	Yamagata
JP.45	Yamaguchi
RU.87	Yamalo-Nenets
JP.46	Yamanashi
BG.65	Yambol
CI.98	Yamoussoukro
KP.13	Yanggang-do
MM.17	Yangon
FM.04	Yap State
VE.22	Yaracuy
AZ.66	Yardimli District
NR.14	Yaren District
RU.88	Yaroslavl Oblast
TH.72	Yasothon
HK.KYT	Yau Tsim Mong
PR.153	Yauco
IR.40	Yazd Province
VN.70	Yên Bái Province
AM.11	Yerevan
AZ.67	Yevlax
AZ.68	Yevlax City
GU.YG	Yigo
NG.44	Yobe State
ID.10	Yogyakarta
GU.YN	Yona
HN.18	Yoro Department
TR.66	Yozgat
MX.31	Yucatán
HK.NYL	Yuen Long
CA.12	Yukon
CN.29	Yunnan
RU.93	Zabaykalskiy (Transbaikal) Kray
AF.28	Zabul
GT.22	Zacapa
MX.32	Zacatecas
HR.19	Zadar
TN.37	Zaghouan Governorate
SI.E7	Zagorje ob Savi Municipality
HR.21	Zagreb
HR.20	Zagreb County
AO.16	Zaire
HU.24	Zala County
SI.N5	Žalec
NA.28	Zambezi Region
MZ.09	Zambezia Province
PH.09	Zamboanga Peninsula
NG.57	Zamfara State
EC.20	Zamora Chinchipe
AZ.69	Zangilan District
IR.36	Zanjan
CI.92	Zanzan District
TZ.21	Zanzibar Central/South
TZ.22	Zanzibar North
TZ.25	Zanzibar Urban/West
UA.26	Zaporizhzhia
AZ.70	Zaqatala District
JO.17	Zarqa
SI.E9	Zavrč
DK.20	Zealand
NL.10	Zeeland
MK.C2	Zelenikovo
SI.F1	Železniki Municipality
AZ.71	Zərdab
ME.25	Zeta
SI.N6	Žetale
KZ.17	Zhambyl
CN.02	Zhejiang
MK.C3	Zhelino
BT.18	Zhemgang District
UA.27	Zhytomyr
SN.12	Ziguinchor
SK.08	Žilina Region
NE.07	Zinder Region
SI.F2	Žiri
SI.N7	Žirovnica
CZ.90	Zlín
TR.85	Zonguldak Province
BJ.18	Zou
SI.F3	Zreče Municipality
MK.C6	Zrnovci
CH.ZG	Zug
VE.23	Zulia
CH.ZH	Zurich
SI.N8	Žužemberk
